Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Load Cell 0 (raw),Load Cell 1 (raw),Load Cell 2 (raw),Load Cell 3 (raw),Load Cell 4 (raw),Load Cell 5 (raw),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
32.07200125000005,1789.7168333333327,,-0.923024347275277,3.893628720732147,23.1218639971945,26.207874864500145,4315,605.9575306800003,417.1475315688059,68.84904402822444,0.00933411530672414,0.006426282559084841,-0.05680385828018188,-0.0691679835319519,0.04827987551689148,-0.05941727161407471,0.07144865989685059,-0.03001580834388733,18.31854043628751,0.2,0,0,0,0,0,0,0,,
32.626730750000036,1808.2064583333326,,-0.9832551147623156,4.0684932699208325,23.060352362775166,27.632514572563245,4423,637.214630945782,455.46638872379043,71.47292486012056,0.008937495399172043,0.006384836459762791,-0.05227475166320801,-0.07209858894348145,0.04966445565223694,-0.059727662801742555,0.0712510347366333,-0.034073442220687866,19.788001439565605,0.2,0,0,0,0,0,0,0,,
33.178866250000034,1826.6171999999983,,-1.0333988061270578,4.150602037687569,23.01978008437939,28.462924844479385,4525,655.2012717723702,489.69056518670675,74.73755920228282,0.008476493620842039,0.006335075294812703,-0.05339072942733765,-0.07293039560317993,0.05138996839523315,-0.060408872365951535,0.07757129073143006,-0.03824707865715027,21.12802638875981,0.1,0,0,0,0,0,0,0,,
33.74534900000003,1845.4795416666661,,-1.0808762450291554,4.313877005003446,22.94943537450756,30.19568349583618,4597,692.9649508085473,520.3600796779164,75.08931904000352,0.00829139092904084,0.0062258238842254985,-0.047128647565841675,-0.07697561979293824,0.06007900834083557,-0.06087562441825867,0.07038396000862121,-0.03917823433876037,22.5502702070305,0.3,0,0,0,0,0,0,0,,
34.30563350000005,1864.1370749999994,,-1.1155851687645764,4.47730167978481,22.886291743801234,31.697635067354053,4667,725.4329119532505,545.1778639572107,75.15347387690147,0.00821244237650442,0.006171903887711526,-0.0401893675327301,-0.0768453061580658,0.05825870037078858,-0.06200244426727295,0.07496464848518372,-0.04193132519721985,23.97870161381853,0.15,0,0,0,0,0,0,0,,
34.87951300000004,1883.2869583333322,,-1.135256440647271,4.602347345642447,22.837868695151826,32.750942871376594,4716,747.9584708379292,560.5992497450628,74.95294107835647,0.008209629684301098,0.0061532636414279845,-0.03812845349311829,-0.07817857265472412,0.05890619158744812,-0.06258964538574219,0.07736337184906006,-0.041713422536849974,25.3990455834136,0.05,0,0,0,0,0,0,0,,
35.42827175000004,1901.5930416666656,,-1.1448063644876383,4.616066146275407,22.810395836364794,33.1976875841064,4744,757.2524208643446,568.7642623937935,75.10938109771449,0.008116042635206256,0.006095821338363019,-0.043836838006973265,-0.07820872664451599,0.06302449703216553,-0.0628711998462677,0.07789303064346313,-0.04178251624107361,26.63441632006669,0.15,0,0,0,0,0,0,0,,
35.992715500000045,1920.406641666667,,-1.1413393259627762,4.693212441059976,22.800380675511043,33.12891076235212,4746,755.3514379437242,567.2364659311974,75.0971076645556,0.00827377162648548,0.006213419540488287,-0.04577544927597046,-0.0776817262172699,0.06540392637252808,-0.062482410669326784,0.08239984512329102,-0.04190816879272461,27.693075564230924,0.15,0,0,0,0,0,0,0,,
36.55590250000002,1939.1561333333325,,-1.1193694426184868,4.6319137095537055,22.80474192970666,32.6780631157185,4762,745.2144238762439,558.2507684845266,74.91187967747281,0.008297243306345719,0.00621553900594083,-0.044757336378097534,-0.07703667283058166,0.06276872754096985,-0.06179845929145813,0.08071320056915283,-0.041285187005996704,28.507462283636187,0.2,0,0,0,0,0,0,0,,
37.111621000000035,1957.721258333332,,-1.1410721232627037,4.7058530371375955,22.77820415973871,33.18864774910955,4724,755.9773758231756,564.5037862147467,74.67168434553903,0.008336424569033652,0.006224881172041536,-0.04429866671562195,-0.07799257040023803,0.06459429264068603,-0.06294746994972229,0.0820035994052887,-0.04255227446556091,29.240420960265418,0.25,0,0,0,0,0,0,0,,
37.67124700000004,1976.3265249999993,,-1.140940902451074,4.650010156641473,22.768920143321854,33.163040178547796,4729,755.0865081551271,565.0285993855562,74.8297662346535,0.008229678052735688,0.006158240645369113,-0.04587850570678711,-0.07724763751029969,0.05635921955108643,-0.06329305768013001,0.0877890169620514,-0.04170683026313782,29.879835561227587,0.05,0,0,0,0,0,0,0,,
38.23281700000005,1994.6277833333327,,-1.1495883603641803,4.66856000281027,22.752926878040174,33.380349655239094,4704,759.4994477425041,566.3396698252167,74.56752883366613,0.008243338855126112,0.006146848214124178,-0.04849386215209961,-0.07799404859542847,0.0601751983165741,-0.06416253447532654,0.09031286239624023,-0.042564785480499266,30.4283744848494,0.1,0,0,0,0,0,0,0,,
38.77578200000005,2000,,-1.1724383884200482,4.672164872078401,22.729978956853117,33.81156842166231,4679,768.535832021182,574.4759624330142,74.7492150794318,0.008133211243239012,0.006079393328376095,-0.0528439462184906,-0.07868086099624634,0.06255127787590027,-0.06523479819297791,0.08933532238006592,-0.04303016066551209,30.949641323924084,0.15,0,0,0,0,0,0,0,,
39.331459750000036,2000,,-1.1778043787260095,4.643466454546902,22.721298032645073,33.793012034396625,4683,767.8205923397518,577.5321595953776,75.21830599346409,0.008040129719123684,0.006047457058069768,-0.05096575617790222,-0.07917177081108093,0.06365777850151062,-0.06444715857505798,0.08402097225189209,-0.042616802453994754,31.41407326644865,0.2,0,0,0,0,0,0,0,,
39.91629800000004,2000,,-1.1476577578069853,4.560620784656045,22.730130641458683,33.25541828262525,4710,755.8997823055439,566.0397962875659,74.88252876443417,0.008057379898995479,0.00603348044723328,-0.04178057312965393,-0.07850795984268188,0.06304042935371398,-0.06218688488006592,0.0737618088722229,-0.04166167974472046,31.741312426193815,0.15,0,0,0,0,0,0,0,,
